id,classe,formato_cabeca,superficie_cabeca,cor_cabeca,MANCHA,odor,lamelas_grudadas,espacamento_lamelas,tamanho_lamela,cor_lamela,format_estipe,raiz_estipe,superficie_estipe_acima_anel,superficie_estipe_abaixo_anel,cor_estipe_acima_anel,cor_estipe_abaixo_anel,tipo_vel,cor_vel,numero_aneis,tipo_anel,cor_impressao_esporos,populacao,habitat
2169,COMESTIVEL,PLANO,FIBROSA,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
2170,COMESTIVEL,PLANO,FIBROSA,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
2171,COMESTIVEL,PLANO,FIBROSA,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
2172,COMESTIVEL,PLANO,FIBROSA,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
2173,COMESTIVEL,PLANO,FIBROSA,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ESPALHADO,GRAMINEAS
2174,COMESTIVEL,PLANO,FIBROSA,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,PRETO,ABUNDANT,GRAMINEAS
2175,COMESTIVEL,PLANO,FIBROSA,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ESPALHADO,GRAMINEAS
2176,COMESTIVEL,PLANO,FIBROSA,MARROM,NO,NENHUM,LIVRE,AGLOMERADO,LARGAS,MARROM,AFUNILADO,REGULAR,FIBROSA,FIBROSA,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,EVANESCENTE,MARROM,ABUNDANT,GRAMINEAS
2177,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2178,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2179,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2180,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2181,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2182,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2183,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2184,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2185,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2186,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2187,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2188,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2189,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2190,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2191,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2192,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2193,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2194,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2195,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2196,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2197,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2198,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2199,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2200,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2201,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2202,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2203,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2204,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2205,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2206,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2207,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2208,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2209,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2210,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2211,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2212,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,BRANCO,AFUNILADO,BULBOSO,LISO,LISO,CINZA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2213,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2214,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2215,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2216,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2217,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2218,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2219,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2220,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2221,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2222,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2223,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2224,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2225,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2226,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2227,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2228,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2229,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2230,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2231,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2232,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2233,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2234,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2235,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2236,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,ROSA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2237,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2238,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2239,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2240,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2241,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2242,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2243,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2244,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2245,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2246,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2247,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2248,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROSA,AFUNILADO,BULBOSO,LISO,LISO,CINZA,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2249,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2250,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2251,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2252,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2253,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2254,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2255,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2256,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,ROSA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2257,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2258,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
2259,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,SOLITARIO,BOSQUE
2260,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,BRANCO,CINZA,PARTIAL,BRANCO,ONE,PENDENTE,MARROM,VARIOS,BOSQUE
2261,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,SOLITARIO,BOSQUE
2262,COMESTIVEL,CONVEXO,FIBROSA,CINZA,MANCHA,NENHUM,LIVRE,PROXIMAS,LARGAS,ROXO,AFUNILADO,BULBOSO,LISO,LISO,ROSA,BRANCO,PARTIAL,BRANCO,ONE,PENDENTE,PRETO,VARIOS,BOSQUE
